estado;cidade;populacao;pib;pib_percapita
PIAUÍ;BOCAINA;4146;15906.55566406;3836.60009766
PERNAMBUCO;CAMUTANGA;8214;111614.5859375;13588.33984375
MINAS GERAIS;IBITURUNA;2938;28054.515625;9548.84960938
ESPIRITO SANTO;BOM JESUS DO NORTE;9672;65357.9140625;6757.43994141
GOIÁS;HEITORAÍ;3706;34522.12109375;9315.20019531
GOIÁS;SÃO PATRÍCIO;2144;18451.34960938;8606.04003906
RIO GRANDE DO SUL;TRAVESSEIRO;2471;34130.4921875;13812.41992188
SÃO PAULO;PEDERNEIRAS;43245;624309.8125;14436.58007812
TOCANTINS;AXIXÁ DO TOCANTINS;9203;47001.5859375;5107.20019531
CEARÁ;IPAPORANGA;11768;34297.74609375;2914.48999023
MATO GROSSO;SÃO JOSÉ DOS QUATRO MARCOS;19493;183400.921875;9408.54980469
SANTA CATARINA;SÃO BENTO DO SUL;76514;1501101.0;19618.640625
RIO GRANDE DO SUL;RIO GRANDE;196337;6280858.0;31990.18945312
PARAÍBA;CUITEGI;7243;26236.60351562;3622.34008789
RIO GRANDE DO NORTE;ACARI;11215;60654.46875;5408.33007812
SÃO PAULO;COTIA;182045;5427421.5;29813.63085938
SANTA CATARINA;BOM JESUS DO OESTE;2065;27839.12890625;13481.41992188
MINAS GERAIS;BOM SUCESSO;17805;155607.109375;8739.51953125
RIO GRANDE DO NORTE;ANGICOS;11525;58391.62890625;5066.52001953
MINAS GERAIS;CAPELA NOVA;4661;24456.54101562;5247.06005859
PARANÁ;TUNAS DO PARANÁ;6753;43655.65625;6464.62988281
AMAZONAS;TABATINGA;47948;202660.984375;4226.68017578
SANTA CATARINA;PINHEIRO PRETO;3048;68567.0;22495.74023438
RORAIMA;BONFIM;10726;111137.0234375;10361.45996094
BAHIA;IPUPIARA;9325;31431.71484375;3370.68994141
MARANHÃO;BOM LUGAR;13384;57368.6171875;4286.35986328
MINAS GERAIS;ABAETÉ;23258;239440.546875;10294.98046875
PARANÁ;SANTA FÉ;10354;103898.0078125;10034.58007812
PARAÍBA;ITABAIANA;25463;118204.2109375;4642.18994141
RIO GRANDE DO SUL;QUATRO IRMÃOS;1791;32741.546875;18281.15039062
MARANHÃO;BURITI BRAVO;23074;68815.1953125;2982.37011719
PIAUÍ;FLORIANO;57968;429720.625;7413.06982422
PARANÁ;IVAÍ;13533;102136.7578125;7547.24023438
GOIÁS;SANTO ANTÔNIO DO DESCOBERTO;58474;233394.609375;3991.42993164
MINAS GERAIS;MATHIAS LOBATO;3526;19697.57226562;5586.37988281
BAHIA;ITAGI;14162;52461.01171875;3704.35009766
MARANHÃO;CURURUPU;35108;107963.34375;3075.17993164
RIO DE JANEIRO;APERIBÉ;9556;81305.15625;8508.28027344
SÃO PAULO;ARARAS;114515;2407399.25;21022.5703125
GOIÁS;BURITI DE GOIÁS;2203;19388.31835938;8800.87011719
PERNAMBUCO;IBIRAJUBA;7833;38436.953125;4907.04980469
MARANHÃO;BARREIRINHAS;50354;148248.078125;2944.12011719
MINAS GERAIS;SERRANÓPOLIS DE MINAS;4787;18955.78125;3959.85009766
MARANHÃO;PRESIDENTE DUTRA;41303;185824.765625;4499.06005859
SÃO PAULO;TAQUARITUBA;23060;253338.09375;10986.04003906
SÃO PAULO;SANTA CRUZ DAS PALMEIRAS;33583;255420.546875;7605.64990234
SÃO PAULO;NOVA INDEPENDÊNCIA;2742;210455.484375;76752.546875
SANTA CATARINA;CONCÓRDIA;70393;1650183.625;23442.43945312
SÃO PAULO;TARUMÃ;13386;320347.21875;23931.50976562
PARANÁ;APUCARANA;121290;1511202.25;12459.41015625
MINAS GERAIS;RIO CASCA;14790;108061.46875;7306.39013672
RIO GRANDE DO SUL;SANANDUVA;15216;277202.40625;18217.8203125
PERNAMBUCO;ITACURUBA;4358;19219.95507812;4410.27001953
MINAS GERAIS;FORTALEZA DE MINAS;3986;133684.859375;33538.6015625
RIO GRANDE DO SUL;SÃO PEDRO DA SERRA;3311;28525.84765625;8615.48046875
MINAS GERAIS;JOSENÓPOLIS;4636;19152.56445312;4131.27001953
MINAS GERAIS;SEM-PEIXE;2993;16147.79492188;5395.18994141
MATO GROSSO;ALTO PARAGUAI;8329;65186.01953125;7826.39013672
CEARÁ;GROAÍRAS;9971;33190.703125;3328.7199707
SÃO PAULO;GASTÃO VIDIGAL;4118;37278.69921875;9052.62011719
RIO GRANDE DO SUL;SANTA CECÍLIA DO SUL;1776;28719.18554688;16170.70996094
BAHIA;MUCUGÊ;14714;229213.171875;15577.90039062
SÃO PAULO;MENDONÇA;4217;48696.28515625;11547.61035156
RIO DE JANEIRO;QUISSAMÃ;19878;1810872.25;91099.3203125
SÃO PAULO;PEDRO DE TOLEDO;10254;70778.8984375;6902.56005859
PIAUÍ;SANTA LUZ;5495;17753.984375;3230.92993164
MINAS GERAIS;ÁGUAS VERMELHAS;13301;89496.1796875;6728.52978516
PERNAMBUCO;LAGOA DO CARRO;15230;59924.1796875;3934.61010742
BAHIA;IRAQUARA;24415;105232.5078125;4310.16015625
BAHIA;JACARACI;14837;49422.328125;3331.02001953
SÃO PAULO;SANTA ALBERTINA;4992;56413.41796875;11300.75976562
MINAS GERAIS;ITAMOGI;11218;82634.859375;7366.27001953
MARANHÃO;SÃO FRANCISCO DO BREJÃO;8863;45696.53125;5155.87988281
PARANÁ;IRATI;56483;682697.9375;12086.79003906
GOIÁS;PORANGATU;40469;332653.25;8219.95019531
PIAUÍ;ASSUNÇÃO DO PIAUÍ;8370;23011.68359375;2749.31005859
SERGIPE;GENERAL MAYNARD;2907;13834.29785156;4758.95996094
MINAS GERAIS;TOMBOS;8881;55267.80078125;6223.14990234
SANTA CATARINA;HERVAL D'OESTE;19323;326972.25;16921.40039062
SÃO PAULO;ADAMANTINA;34424;531913.5;15451.8203125
MINAS GERAIS;IPIAÇU;4374;51452.1875;11763.19042969
PARANÁ;MALLET;12784;149617.28125;11703.48046875
SÃO PAULO;PLATINA;3407;49894.515625;14644.70996094
AMAPÁ;CALÇOENE;9291;107248.828125;11543.29980469
ESPIRITO SANTO;MONTANHA;18856;197230.15625;10459.80957031
ALAGOAS;OURO BRANCO;11504;32711.80273438;2843.52001953
SÃO PAULO;IGUAPE;30675;252515.78125;8231.96972656
BAHIA;ITACARÉ;27170;102075.2734375;3756.90991211
RIO GRANDE DO SUL;DERRUBADAS;3391;41730.37890625;12306.21972656
CEARÁ;MAURITI;44211;169606.5625;3836.30004883
ALAGOAS;JUNQUEIRO;25290;98153.7734375;3881.12988281
RIO GRANDE DO NORTE;PARELHAS;20676;109494.6875;5295.74023438
PARANÁ;PEROBAL;5163;67708.015625;13114.08007812
PARANÁ;BORRAZÓPOLIS;8235;93202.4921875;11317.84960938
GOIÁS;PIRACANJUBA;24033;362217.96875;15071.69042969
RIO GRANDE DO SUL;SÃO GABRIEL;59337;798197.0;13451.9296875
RIO GRANDE DO SUL;PICADA CAFÉ;5039;153711.953125;30504.4609375
MINAS GERAIS;LIMEIRA DO OESTE;6792;130177.796875;19166.33984375
PARANÁ;MEDIANEIRA;39857;637894.1875;16004.5703125
PERNAMBUCO;SERRA TALHADA;80294;543937.5;6774.31982422
SÃO PAULO;COLÔMBIA;6345;144238.203125;22732.58007812
PARANÁ;DOUTOR CAMARGO;5753;60953.90625;10595.15039062
PARANÁ;SERTANEJA;5924;102978.7890625;17383.3203125
SÃO PAULO;REDENÇÃO DA SERRA;4245;36065.66015625;8496.03027344
MINAS GERAIS;RIBEIRÃO VERMELHO;3938;37746.41796875;9585.16992188
RONDÔNIA;NOVA UNIÃO;7944;69908.515625;8800.16992188
RIO GRANDE DO NORTE;JANUÁRIO CICCO;8629;39116.64453125;4533.16015625
SÃO PAULO;POMPÉIA;20168;465391.53125;23075.74023438
PARANÁ;JARDIM OLINDA;1494;21127.85546875;14141.79980469
PERNAMBUCO;JATAÚBA;15365;59477.77734375;3870.98999023
RIO GRANDE DO SUL;BOM JESUS;12201;197372.390625;16176.74023438
BAHIA;ITORORÓ;20930;77047.1640625;3681.17993164
ALAGOAS;SÃO BRÁS;7062;27549.03125;3901.02001953
PIAUÍ;ANÍSIO DE ABREU;8552;25927.50585938;3031.75
ALAGOAS;TRAIPU;25854;68499.6875;2649.47998047
SÃO PAULO;CONCHAL;24485;369008.0625;15070.78027344
PARANÁ;RONCADOR;12309;148181.59375;12038.48046875
SÃO PAULO;ÁLVARES MACHADO;23779;199326.484375;8382.45996094
PARANÁ;SALTO DO ITARARÉ;5134;36764.2578125;7160.93994141
MARANHÃO;GRAJAÚ;56633;277077.53125;4892.50976562
MINAS GERAIS;SETUBINHA;11588;37165.37890625;3207.22998047
RIO GRANDE DO SUL;PINHEIRINHO DO VALE;4635;49996.953125;10786.83007812
TOCANTINS;ARAGUATINS;26771;152885.484375;5710.85986328
MINAS GERAIS;PONTE NOVA;57654;687477.875;11924.20019531
TOCANTINS;TAGUATINGA;14655;110298.09375;7526.31005859
PERNAMBUCO;SALGUEIRO;55435;315104.03125;5684.20996094
SÃO PAULO;SANTA ERNESTINA;5618;43545.33984375;7751.04003906
MARANHÃO;MAGALHÃES DE ALMEIDA;14808;59104.46484375;3991.38989258
MINAS GERAIS;ITAPAGIPE;15043;234536.9375;15591.09960938
SÃO PAULO;SANTO ANTÔNIO DO JARDIM;5785;78237.4609375;13524.19042969
BAHIA;OUROLÂNDIA;17080;76238.53125;4463.60986328
SANTA CATARINA;PALHOÇA;130878;1693864.25;12942.30957031
SÃO PAULO;MACAUBAL;7672;84924.5390625;11069.41015625
GOIÁS;CALDAZINHA;3341;33231.0546875;9946.44042969
MINAS GERAIS;ITAMONTE;14611;262661.75;17976.99023438
BAHIA;ARACATU;14316;43216.1328125;3018.72998047
PERNAMBUCO;POMBOS;22120;106317.171875;4806.37988281
PERNAMBUCO;TRACUNHAÉM;13265;63237.58984375;4767.25
PARAÍBA;CATOLÉ DO ROCHA;28468;146767.578125;5155.52978516
MATO GROSSO;ITANHANGÁ;5061;129650.5390625;25617.5703125
MINAS GERAIS;SÃO PEDRO DO SUAÇUÍ;5925;31461.02148438;5309.87988281
SANTA CATARINA;BOCAINA DO SUL;3128;48069.1328125;15367.37011719
PERNAMBUCO;JOÃO ALFREDO;29875;121253.921875;4058.70996094
BAHIA;VITÓRIA DA CONQUISTA;318901;3142676.75;9854.70996094
PERNAMBUCO;CHÃ GRANDE;17924;92091.6328125;5137.89990234
RONDÔNIA;BURITIS;34693;326336.875;9406.41992188
PARAÍBA;SOLÂNEA;27951;108521.9921875;3882.58007812
MINAS GERAIS;AMPARO DO SERRA;5362;25285.09570312;4715.60986328
PARÁ;RONDON DO PARÁ;47772;244986.21875;5128.24023438
SÃO PAULO;VARGEM GRANDE DO SUL;39160;435658.78125;11125.09960938
SÃO PAULO;MARAPOAMA;2780;81859.9609375;29446.02929688
BAHIA;CONDEÚBA;17210;64649.53125;3756.51000977
BAHIA;JACOBINA;79013;523242.1875;6622.22998047
RIO GRANDE DO SUL;PIRATINI;21180;191053.515625;9020.46972656
RIO GRANDE DO SUL;CRISSIUMAL;15096;168315.0625;11149.65039062
MINAS GERAIS;SENHORA DOS REMÉDIOS;10588;48332.01171875;4564.79003906
GOIÁS;LEOPOLDO DE BULHÕES;9518;90110.171875;9467.33984375
RIO GRANDE DO NORTE;PARNAMIRIM;184222;1963383.5;10657.70019531
MINAS GERAIS;MEDEIROS;3398;51101.86328125;15038.80957031
PARANÁ;BRASILÂNDIA DO SUL;3260;49819.625;15282.08984375
PARANÁ;MARIALVA;31397;430093.0625;13698.54003906
BAHIA;MASCOTE;16590;57532.8671875;3467.91992188
SÃO PAULO;TAUBATÉ;273426;8324691.0;30445.859375
SÃO PAULO;MOTUCA;4691;68719.6796875;14649.25976562
SÃO PAULO;SÃO SEBASTIÃO;73631;3043796.25;41338.51171875
PARÁ;SOURE;22459;81680.953125;3636.88989258
CEARÁ;MORRINHOS;22695;68998.65625;3040.26000977
RIO GRANDE DO SUL;ROQUE GONZALES;7394;86025.9296875;11634.55957031
ALAGOAS;CAMPESTRE;6178;25780.65820312;4172.97998047
PARANÁ;ENÉAS MARQUES;6066;81526.875;13439.96972656
PARÁ;GURUPÁ;25511;79299.140625;3108.42993164
PIAUÍ;DOM EXPEDITO LOPES;6793;31609.2890625;4653.20996094
RIO GRANDE DO NORTE;PASSAGEM;2703;13935.78613281;5155.66992188
SERGIPE;ARACAJU;544039;7069448.0;12994.37988281
SÃO PAULO;ORLÂNDIA;37534;787616.25;20984.08007812
MARANHÃO;JUNCO DO MARANHÃO;3950;28271.05273438;7157.22998047
MATO GROSSO;JURUENA;9595;91460.1015625;9532.05957031
BAHIA;CARDEAL DA SILVA;8618;48083.140625;5579.39013672
MARANHÃO;PINHEIRO;77182;316422.09375;4099.68994141
BAHIA;JAGUAQUARA;48206;246394.6875;5111.29003906
SÃO PAULO;IRACEMÁPOLIS;19700;520704.3125;26431.68945312
RIO GRANDE DO SUL;SELBACH;4912;96666.890625;19679.74023438
PARANÁ;SANTA IZABEL DO OESTE;11747;122608.90625;10437.46972656
SANTA CATARINA;PRINCESA;2687;33004.6796875;12283.09960938
CEARÁ;PENTECOSTE;35166;149833.015625;4260.74023438
BAHIA;GANDU;31819;173949.265625;5466.83984375
SÃO PAULO;CAJATI;28936;472912.3125;16343.38964844
GOIÁS;GOIATUBA;32304;708512.5625;21932.66015625
RIO GRANDE DO NORTE;IPUEIRA;2115;13287.04785156;6282.29003906
MARANHÃO;LUÍS DOMINGUES;6997;28483.0703125;4070.75
MINAS GERAIS;GUARACIAMA;4728;23972.3203125;5070.29003906
SÃO PAULO;SALMOURÃO;4779;53295.08203125;11151.9296875
SÃO PAULO;SANTO ANTÔNIO DO PINHAL;6896;56594.77734375;8206.90039062
SANTA CATARINA;LEOBERTO LEAL;3674;57065.5078125;15532.25976562
BAHIA;ITAGUAÇU DA BAHIA;13269;49661.08984375;3742.63989258
RIO DE JANEIRO;DUAS BARRAS;10891;145481.40625;13357.95019531
SÃO PAULO;QUELUZ;11197;78831.6953125;7040.43017578
RIO GRANDE DO SUL;GLORINHA;7531;188674.734375;25053.08007812
SERGIPE;PINHÃO;5809;31870.4765625;5486.39990234
PERNAMBUCO;SÃO LOURENÇO DA MATA;99945;430601.3125;4308.37988281
BAHIA;CÂNDIDO SALES;27180;93716.921875;3448.01000977
AMAZONAS;CODAJÁS;16291;84273.59375;5173.02001953
MINAS GERAIS;POÇO FUNDO;15916;125487.59375;7884.37011719
MINAS GERAIS;TIMÓTEO;79813;1693002.375;21212.109375
PIAUÍ;FRANCISCO MACEDO;2315;9199.64355469;3973.92993164
SANTA CATARINA;INDAIAL;50917;1083196.5;21273.76953125
BAHIA;CÍCERO DANTAS;31832;119276.578125;3747.07006836
MINAS GERAIS;ALTO RIO DOCE;12778;65097.45703125;5094.49023438
MINAS GERAIS;MATERLÂNDIA;4772;23538.46875;4932.62011719
PERNAMBUCO;SANHARÓ;18723;82603.203125;4411.85986328
SÃO PAULO;TAPIRATIBA;12410;161548.0625;13017.5703125
MARANHÃO;SANTA QUITÉRIA DO MARANHÃO;29551;92080.375;3115.97998047
MINAS GERAIS;OURO PRETO;69495;2492686.75;35868.578125
CEARÁ;PARAMBU;32231;103936.859375;3224.75
PARANÁ;ABATIÁ;7928;55714.39453125;7027.54980469
SÃO PAULO;ORINDIÚVA;5406;94819.8359375;17539.74023438
BAHIA;BARRA DO MENDES;14459;49816.65234375;3445.37011719
RIO GRANDE DO SUL;CAPÃO BONITO DO SUL;1877;48154.8359375;25655.2109375
SÃO PAULO;VERA CRUZ;9952;95465.484375;9592.58984375
RIO GRANDE DO SUL;PARECI NOVO;3232;52567.12109375;16264.58007812
RIO GRANDE DO NORTE;SEVERIANO MELO;5224;26589.734375;5089.91992188
ALAGOAS;JACARÉ DOS HOMENS;5902;30879.77734375;5232.08984375
BAHIA;JEQUIÉ;150541;1552451.5;10312.48046875
SÃO PAULO;PILAR DO SUL;28455;293537.84375;10315.86035156
CEARÁ;CATUNDA;11198;37783.76171875;3374.14990234
PARANÁ;RIO AZUL;13760;150128.484375;10910.5
CEARÁ;VARJOTA;17802;76601.1171875;4302.95019531
RIO DE JANEIRO;MACAÉ;194413;7057281.5;36300.4609375
GOIÁS;RUBIATABA;18618;160824.359375;8638.11035156
PERNAMBUCO;CARNAUBEIRA DA PENHA;12451;44609.3125;3582.79003906
MINAS GERAIS;SANTANA DO GARAMBÉU;2205;13781.93164062;6250.31005859
RIO DE JANEIRO;PORTO REAL;16253;3502626.5;215506.453125
CEARÁ;TAUÁ;56639;242443.71875;4280.50976562
MINAS GERAIS;RESENDE COSTA;10941;66597.8359375;6087.0
MINAS GERAIS;AIMORÉS;24825;251976.84375;10150.12011719
GOIÁS;OURO VERDE DE GOIÁS;4599;36711.6953125;7982.54003906
PARAÍBA;SANTA HELENA;6198;24999.93164062;4033.55004883
SÃO PAULO;TURIÚBA;2040;39628.15625;19425.5703125
MATO GROSSO;DIAMANTINO;18989;908566.25;47846.98046875
SÃO PAULO;RIBEIRÃO PIRES;112011;1631338.625;14564.08984375
TOCANTINS;LAVANDEIRA;1683;12126.01464844;7205.0
RIO GRANDE DO SUL;MUÇUM;4685;79309.03125;16928.2890625
MATO GROSSO;APIACÁS;8381;148853.84375;17760.86914062
TOCANTINS;ABREULÂNDIA;2321;17476.70117188;7529.81982422
PERNAMBUCO;BELÉM DE MARIA;9703;37656.3515625;3880.89990234
MINAS GERAIS;CAMPO FLORIDO;7105;245850.359375;34602.44140625
SÃO PAULO;GUAPIAÇU;17938;389872.96875;21734.47070312
PARAÍBA;CAAPORÃ;20064;286072.875;14258.01953125
SÃO PAULO;BANANAL;10822;88336.4296875;8162.66992188
SÃO PAULO;MORUNGABA;13305;232642.84375;17485.36914062
PARAÍBA;ARAÇAGI;17839;100224.0078125;5618.25
MARANHÃO;SÃO JOÃO DO CARÚ;12511;39601.421875;3165.33007812
MINAS GERAIS;CAMACHO;3229;44854.86328125;13891.25976562
MINAS GERAIS;OLÍMPIO NORONHA;2655;22509.8046875;8478.26953125
RIO GRANDE DO SUL;CHIAPETTA;4094;76856.4765625;18772.94921875
GOIÁS;SÃO MIGUEL DO PASSA QUATRO;3856;51348.8828125;13316.62011719
PERNAMBUCO;IPOJUCA;75512;7082403.0;93791.75
CEARÁ;URUBURETAMA;20627;105931.96875;5135.60009766
RIO GRANDE DO SUL;CHUVISCA;5159;69552.2109375;13481.71972656
MARANHÃO;CONCEIÇÃO DO LAGO-AÇU;14909;48036.515625;3221.97998047
MINAS GERAIS;IPUIÚNA;9549;110897.609375;11613.53027344
BAHIA;APORÁ;18738;55787.8046875;2977.26000977
MARANHÃO;GONÇALVES DIAS;16911;50201.11328125;2968.55004883
SÃO PAULO;ALFREDO MARCONDES;4055;38104.7421875;9396.98046875
PARÁ;ANAJÁS;27386;62534.5625;2283.44995117
MINAS GERAIS;DIVISA ALEGRE;6235;42667.08984375;6843.16015625
BAHIA;GUARATINGA;22960;102757.34375;4475.49023438
SÃO PAULO;SERRA AZUL;10121;73476.2578125;7259.77978516
PARAÍBA;CAJAZEIRINHAS;3168;14881.45996094;4697.43017578
PIAUÍ;SOCORRO DO PIAUÍ;4733;13982.046875;2954.15991211
MATO GROSSO;NOVA MARILÂNDIA;2345;38595.01171875;16458.4296875
SÃO PAULO;PALESTINA;11354;137605.546875;12119.5703125
PARAÍBA;SÃO JOSÉ DOS RAMOS;5702;23567.55078125;4133.20996094
CEARÁ;ERERÊ;7332;24669.0703125;3364.58007812
BAHIA;MARACÁS;35990;125397.140625;3484.2199707
MINAS GERAIS;MONTEZUMA;7677;29338.85351562;3821.65991211
RIO GRANDE DO NORTE;MONTE DAS GAMELEIRAS;2449;11909.32226562;4862.93017578
PARÁ;OURÉM;15841;49183.3671875;3104.81005859
SÃO PAULO;NANTES;2662;86357.6171875;32440.88085938
SÃO PAULO;CAMPOS DO JORDÃO;46505;546444.5625;11750.23046875
SANTA CATARINA;PARAÍSO;4200;46444.15234375;11058.12988281
MINAS GERAIS;SÃO JOÃO DA PONTE;26983;109678.1484375;4064.70996094
PIAUÍ;JOSÉ DE FREITAS;36485;153536.328125;4208.20019531
PERNAMBUCO;PESQUEIRA;64454;290683.65625;4509.93994141
GOIÁS;ÁGUA LIMPA;2111;24790.08984375;11743.29003906
GOIÁS;CROMÍNIA;3729;36729.203125;9849.61035156
AMAZONAS;TONANTINS;20286;67153.0078125;3310.31005859
RIO GRANDE DO NORTE;CANGUARETAMA;30541;144216.40625;4722.06005859
SANTA CATARINA;BIGUAÇU;56395;1205661.0;21378.859375
BAHIA;LAFAIETE COUTINHO;3502;17013.38867188;4858.18994141
MINAS GERAIS;JOSÉ RAYDAN;4412;24955.75195312;5656.33984375
MINAS GERAIS;MARIPÁ DE MINAS;2981;19717.74804688;6614.47021484
RORAIMA;ALTO ALEGRE;14205;141954.3125;9993.25976562
PIAUÍ;CAJAZEIRAS DO PIAUÍ;3323;10104.80957031;3040.87011719
SANTA CATARINA;TUBARÃO;96529;1591460.375;16486.859375
SÃO PAULO;UNIÃO PAULISTA;1522;35924.9140625;23603.75
RIO GRANDE DO SUL;CANELA;41115;370663.5625;9015.29003906
MINAS GERAIS;DIVISA NOVA;5828;44721.078125;7673.49023438
PARANÁ;PARAÍSO DO NORTE;11939;102151.6015625;8556.12988281
MINAS GERAIS;OLIVEIRA;39214;342731.84375;8740.04003906
BAHIA;TAPEROÁ;19388;80988.609375;4177.25
SÃO PAULO;IPUÃ;15883;204742.140625;12890.65039062
PARANÁ;CÂNDIDO DE ABREU;18100;182986.6875;10109.75976562
GOIÁS;CRISTALINA;38504;901832.5;23421.7890625
RIO GRANDE DO NORTE;MACAÍBA;66380;708533.8125;10673.91015625
BAHIA;SANTA LUZIA;15613;51422.97265625;3293.60009766
PARANÁ;SÃO MIGUEL DO IGUAÇU;26451;452659.625;17113.140625
RIO GRANDE DO NORTE;MAJOR SALES;3631;15742.34960938;4335.54003906
MINAS GERAIS;ESTIVA;11426;97946.8125;8572.28027344
MINAS GERAIS;BANDEIRA DO SUL;5330;31063.99609375;5828.14013672
SÃO PAULO;COSMORAMA;7033;86788.875;12340.24023438
SERGIPE;FEIRA NOVA;5875;32150.49804688;5472.43017578
SANTA CATARINA;PENHA;22263;252274.234375;11331.54980469
ACRE;SANTA ROSA DO PURUS;4358;28091.17382812;6445.89013672
SÃO PAULO;MIRASSOLÂNDIA;4396;34264.3203125;7794.43017578
PIAUÍ;CURRAIS;4710;34505.06640625;7325.91992188
TOCANTINS;MONTE DO CARMO;6723;88327.65625;13138.12988281
GOIÁS;PALESTINA DE GOIÁS;3317;42713.81640625;12877.24023438
MINAS GERAIS;MARMELÓPOLIS;3156;19299.72265625;6115.25
PARANÁ;SANTO ANTÔNIO DA PLATINA;42002;426821.1875;10161.9296875
RIO GRANDE DO SUL;FAZENDA VILANOVA;3248;148094.75;45595.671875
PERNAMBUCO;RIBEIRÃO;39317;211137.0625;5370.12011719
PARANÁ;CAMBÉ;97329;1529310.625;15712.79980469
CEARÁ;URUOCA;13820;41727.48046875;3019.35009766
SANTA CATARINA;VARGEÃO;3685;61478.05078125;16683.3203125
SÃO PAULO;SÃO MIGUEL ARCANJO;31329;371031.375;11843.0703125
ESPIRITO SANTO;CACHOEIRO DE ITAPEMIRIM;201259;2399003.25;11919.98046875
RIO GRANDE DO SUL;SÃO MARTINHO;5910;78099.75;13214.84960938
GOIÁS;SÃO MIGUEL DO ARAGUAIA;23142;217922.734375;9416.75976562
MINAS GERAIS;TARUMIRIM;14585;75479.171875;5175.12011719
SÃO PAULO;BOCAINA;11028;175754.640625;15937.12988281
PARANÁ;URAÍ;11774;108368.859375;9204.08007812
RIO GRANDE DO NORTE;DOUTOR SEVERIANO;6616;26936.34179688;4071.38989258
MATO GROSSO DO SUL;NAVIRAÍ;45627;693041.5625;15189.29003906
SÃO PAULO;ATIBAIA;126757;2625614.75;20713.76953125
MINAS GERAIS;MAMONAS;6485;25831.9375;3983.34008789
PIAUÍ;SÃO FRANCISCO DO PIAUÍ;6461;20146.16015625;3118.12011719
RIO GRANDE DO SUL;VILA MARIA;4299;109764.3515625;25532.52929688
PIAUÍ;FRANCINÓPOLIS;5458;17245.60742188;3159.68994141
BAHIA;CONCEIÇÃO DO COITÉ;62893;292867.1875;4656.58984375
BAHIA;BIRITINGA;14260;53547.6875;3755.10009766
ESPIRITO SANTO;CONCEIÇÃO DA BARRA;27059;401526.25;14838.91992188
BAHIA;IBIPEBA;17666;58437.6796875;3307.91992188
GOIÁS;JOVIÂNIA;6914;82713.7421875;11963.23046875
PARAÍBA;CAMPINA GRANDE;383764;3894133.5;10147.20996094
BAHIA;ANAGÉ;25262;74545.8046875;2950.90991211
BAHIA;IRECÊ;66061;415895.0;6295.62011719
BAHIA;MEDEIROS NETO;22752;148739.390625;6537.41992188
PIAUÍ;ILHA GRANDE;8734;34292.40625;3926.31005859
SÃO PAULO;BORACÉIA;4439;89564.65625;20176.76953125
BAHIA;PLANALTO;22151;110698.2578125;4997.43994141
GOIÁS;IPIRANGA DE GOIÁS;2906;26288.5234375;9046.29003906
MINAS GERAIS;BALDIM;8582;67873.515625;7908.81982422
SÃO PAULO;PRAIA GRANDE;249551;2780735.25;11142.95019531
GOIÁS;MARZAGÃO;2157;21822.19921875;10116.91992188
PARÁ;PORTO DE MOZ;28091;76142.9296875;2710.58007812
MATO GROSSO DO SUL;COSTA RICA;19228;414671.5;21566.01953125
PIAUÍ;ALVORADA DO GURGUÉIA;5209;27634.43945312;5305.12988281
SÃO PAULO;JARDINÓPOLIS;37471;487728.96875;13016.16992188
PARANÁ;PRESIDENTE CASTELO BRANCO;4934;39173.65234375;7939.52978516
PARANÁ;CURITIBA;1851215;45762420.0;24720.2109375
SÃO PAULO;ESTRELA D'OESTE;9042;428017.0;47336.5390625
MINAS GERAIS;SÃO JOAQUIM DE BICAS;23986;308069.5;12843.71972656
RIO GRANDE DO SUL;COXILHA;2997;79944.40625;26674.81054688
MINAS GERAIS;ICARAÍ DE MINAS;10934;44507.5625;4070.57006836
SÃO PAULO;RUBIÁCEA;2661;57313.17578125;21538.2109375
SANTA CATARINA;PASSOS MAIA;4555;60104.18359375;13195.20996094
RIO DE JANEIRO;CAMBUCI;14770;168745.65625;11424.88964844
BAHIA;SALINAS DA MARGARIDA;14194;62426.8046875;4398.10986328
ALAGOAS;OLIVENÇA;10865;33409.52734375;3074.9699707
RIO GRANDE DO SUL;CHAPADA;9673;190121.703125;19654.88085938
TOCANTINS;PORTO ALEGRE DO TOCANTINS;2968;15878.50195312;5349.89990234
BAHIA;CAPIM GROSSO;27158;121918.3125;4489.22021484
MATO GROSSO;VALE DE SÃO DOMINGOS;2955;32239.96875;10910.30957031
SÃO PAULO;VALPARAÍSO;22514;327024.03125;14525.36035156
MINAS GERAIS;SANTANA DO JACARÉ;4716;34777.21484375;7374.29980469
SÃO PAULO;AGUDOS;36188;753584.625;20824.16015625
PIAUÍ;NOSSA SENHORA DOS REMÉDIOS;8378;23638.20117188;2821.45996094
BAHIA;JUAZEIRO;243896;1745979.625;7158.70996094
MINAS GERAIS;LAMIM;3654;16759.16015625;4586.52001953
BAHIA;DOM BASÍLIO;11620;84668.9140625;7286.47998047
MINAS GERAIS;PERIQUITO;7161;42513.58984375;5936.81982422
RIO GRANDE DO SUL;SÃO LOURENÇO DO SUL;43388;528960.375;12191.40039062
PARAÍBA;CUITÉ DE MAMANGUAPE;6737;40357.0546875;5990.35986328
SÃO PAULO;TUPI PAULISTA;14389;151365.1875;10519.50976562
RIO GRANDE DO SUL;SERAFINA CORRÊA;14733;328562.90625;22301.15039062
SANTA CATARINA;LAGUNA;51691;442331.40625;8557.21972656
